date;DTYPE;Consommation;Thermique;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore
2024-12-29 17:15:00;CONS;;;;;;;;;;;;
2024-12-29 17:30:00;CONS;8672.0;515.0;12487.0;94.0;0.0;5335.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-29 17:45:00;CONS;;;;;;;;;;;;
2024-12-29 18:00:00;CONS;8660.0;516.0;12487.0;104.0;0.0;5838.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-29 18:15:00;CONS;;;;;;;;;;;;
2024-12-29 18:30:00;CONS;9182.0;494.0;12488.0;105.0;0.0;6011.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-29 18:45:00;CONS;;;;;;;;;;;;
2024-12-29 19:00:00;CONS;9423.0;493.0;12487.0;104.0;0.0;6159.0;-13.0;106.0;0.0;0.0;0.0;0.0
2024-12-29 19:15:00;CONS;;;;;;;;;;;;
2024-12-29 19:30:00;CONS;9432.0;495.0;12489.0;103.0;0.0;6453.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-29 19:45:00;CONS;;;;;;;;;;;;
2024-12-29 20:00:00;CONS;9542.0;494.0;12492.0;96.0;0.0;6195.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-29 20:15:00;CONS;;;;;;;;;;;;
2024-12-29 20:30:00;CONS;9461.0;494.0;12496.0;88.0;0.0;5596.0;-13.0;106.0;0.0;0.0;0.0;0.0
2024-12-29 20:45:00;CONS;;;;;;;;;;;;
2024-12-29 21:00:00;CONS;9124.0;494.0;12500.0;81.0;0.0;5045.0;-13.0;106.0;0.0;0.0;0.0;0.0
2024-12-29 21:15:00;CONS;;;;;;;;;;;;
2024-12-29 21:30:00;CONS;9041.0;521.0;12503.0;79.0;0.0;4247.0;-13.0;103.0;0.0;0.0;0.0;0.0
2024-12-29 21:45:00;CONS;;;;;;;;;;;;
2024-12-29 22:00:00;CONS;8651.0;521.0;12505.0;75.0;0.0;3848.0;-13.0;105.0;0.0;0.0;0.0;0.0
2024-12-29 22:15:00;CONS;;;;;;;;;;;;
2024-12-29 22:30:00;CONS;9051.0;508.0;12506.0;71.0;0.0;3625.0;-13.0;104.0;0.0;0.0;0.0;0.0
2024-12-29 22:45:00;CONS;;;;;;;;;;;;
2024-12-29 23:00:00;CONS;9393.0;496.0;12507.0;67.0;0.0;3704.0;-13.0;105.0;0.0;0.0;0.0;0.0
2024-12-29 23:15:00;CONS;;;;;;;;;;;;
2024-12-29 23:30:00;CONS;9140.0;476.0;12506.0;61.0;0.0;3245.0;-92.0;107.0;0.0;0.0;0.0;0.0
2024-12-29 23:45:00;CONS;;;;;;;;;;;;
2024-12-30 00:00:00;CONS;9328.0;143.0;12507.0;61.0;0.0;3307.0;-583.0;103.0;0.0;0.0;0.0;0.0
2024-12-30 00:15:00;CONS;;;;;;;;;;;;
2024-12-30 00:30:00;CONS;8731.0;104.0;12504.0;64.0;0.0;3249.0;-760.0;111.0;0.0;0.0;0.0;0.0
2024-12-30 00:45:00;CONS;;;;;;;;;;;;
2024-12-30 01:00:00;CONS;8734.0;104.0;12340.0;63.0;0.0;2944.0;-1011.0;109.0;0.0;0.0;0.0;0.0
2024-12-30 01:15:00;CONS;;;;;;;;;;;;
2024-12-30 01:30:00;CONS;8674.0;104.0;12330.0;57.0;0.0;3178.0;-802.0;108.0;0.0;0.0;0.0;0.0
2024-12-30 01:45:00;CONS;;;;;;;;;;;;
2024-12-30 02:00:00;CONS;8506.0;104.0;12331.0;51.0;0.0;2948.0;-805.0;108.0;0.0;0.0;0.0;0.0
2024-12-30 02:15:00;CONS;;;;;;;;;;;;
2024-12-30 02:30:00;CONS;8636.0;104.0;12276.0;46.0;0.0;2637.0;-1001.0;108.0;0.0;0.0;0.0;0.0
2024-12-30 02:45:00;CONS;;;;;;;;;;;;
2024-12-30 03:00:00;CONS;8621.0;104.0;12185.0;50.0;0.0;2439.0;-1139.0;109.0;0.0;0.0;0.0;0.0
2024-12-30 03:15:00;CONS;;;;;;;;;;;;
2024-12-30 03:30:00;CONS;8432.0;104.0;12258.0;50.0;0.0;2402.0;-1436.0;106.0;0.0;0.0;0.0;0.0
2024-12-30 03:45:00;CONS;;;;;;;;;;;;
2024-12-30 04:00:00;CONS;8452.0;99.0;12224.0;43.0;0.0;2402.0;-1479.0;107.0;0.0;0.0;0.0;0.0
2024-12-30 04:15:00;CONS;;;;;;;;;;;;
2024-12-30 04:30:00;CONS;8284.0;98.0;12287.0;41.0;0.0;2328.0;-1574.0;106.0;0.0;0.0;0.0;0.0
2024-12-30 04:45:00;CONS;;;;;;;;;;;;
2024-12-30 05:00:00;CONS;8336.0;94.0;12279.0;35.0;0.0;2357.0;-1478.0;108.0;0.0;0.0;0.0;0.0
2024-12-30 05:15:00;CONS;;;;;;;;;;;;
2024-12-30 05:30:00;CONS;8557.0;94.0;12143.0;32.0;0.0;2398.0;-1218.0;108.0;0.0;0.0;0.0;0.0
2024-12-30 05:45:00;CONS;;;;;;;;;;;;
2024-12-30 06:00:00;CONS;8481.0;94.0;12305.0;29.0;0.0;2513.0;-855.0;106.0;0.0;0.0;0.0;0.0
2024-12-30 06:15:00;CONS;;;;;;;;;;;;
2024-12-30 06:30:00;CONS;8771.0;95.0;12318.0;29.0;0.0;2961.0;-852.0;104.0;0.0;0.0;0.0;0.0
2024-12-30 06:45:00;CONS;;;;;;;;;;;;
2024-12-30 07:00:00;CONS;8721.0;94.0;12440.0;26.0;0.0;3339.0;-667.0;104.0;0.0;0.0;0.0;0.0
2024-12-30 07:15:00;CONS;;;;;;;;;;;;
2024-12-30 07:30:00;CONS;8953.0;94.0;12342.0;24.0;0.0;3511.0;-297.0;107.0;0.0;0.0;0.0;0.0
2024-12-30 07:45:00;CONS;;;;;;;;;;;;
2024-12-30 08:00:00;CONS;9045.0;94.0;12385.0;23.0;0.0;3986.0;-300.0;107.0;0.0;0.0;0.0;0.0
2024-12-30 08:15:00;CONS;;;;;;;;;;;;
2024-12-30 08:30:00;CONS;9444.0;94.0;12344.0;25.0;2.0;4400.0;-228.0;107.0;0.0;0.0;0.0;0.0
2024-12-30 08:45:00;CONS;;;;;;;;;;;;
2024-12-30 09:00:00;CONS;9518.0;94.0;12308.0;21.0;39.0;4347.0;-94.0;106.0;0.0;0.0;0.0;0.0
2024-12-30 09:15:00;CONS;;;;;;;;;;;;
2024-12-30 09:30:00;CONS;9770.0;96.0;12336.0;19.0;131.0;4995.0;-91.0;102.0;0.0;0.0;0.0;0.0
2024-12-30 09:45:00;CONS;;;;;;;;;;;;
2024-12-30 10:00:00;CONS;9825.0;94.0;12463.0;17.0;246.0;4971.0;-91.0;103.0;0.0;0.0;0.0;0.0
2024-12-30 10:15:00;CONS;;;;;;;;;;;;
2024-12-30 10:30:00;CONS;9915.0;94.0;12476.0;15.0;366.0;4700.0;-13.0;100.0;0.0;0.0;0.0;0.0
2024-12-30 10:45:00;CONS;;;;;;;;;;;;
2024-12-30 11:00:00;CONS;9976.0;98.0;12480.0;13.0;466.0;4288.0;-13.0;102.0;0.0;0.0;0.0;0.0
2024-12-30 11:15:00;CONS;;;;;;;;;;;;
2024-12-30 11:30:00;CONS;10118.0;101.0;12508.0;9.0;547.0;4418.0;-13.0;103.0;0.0;0.0;0.0;0.0
2024-12-30 11:45:00;CONS;;;;;;;;;;;;
2024-12-30 12:00:00;CONS;10115.0;101.0;12485.0;8.0;612.0;4567.0;-13.0;101.0;0.0;0.0;0.0;0.0
2024-12-30 12:15:00;CONS;;;;;;;;;;;;
2024-12-30 12:30:00;CONS;10127.0;101.0;12478.0;6.0;645.0;4453.0;-13.0;96.0;0.0;0.0;0.0;0.0
2024-12-30 12:45:00;CONS;;;;;;;;;;;;
2024-12-30 13:00:00;CONS;10068.0;101.0;12454.0;5.0;667.0;4590.0;-13.0;99.0;0.0;0.0;0.0;0.0
2024-12-30 13:15:00;CONS;;;;;;;;;;;;
2024-12-30 13:30:00;CONS;10031.0;101.0;12445.0;4.0;659.0;4619.0;-13.0;106.0;0.0;0.0;0.0;0.0
2024-12-30 13:45:00;CONS;;;;;;;;;;;;
2024-12-30 14:00:00;CONS;9769.0;99.0;12439.0;5.0;611.0;4481.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-30 14:15:00;CONS;;;;;;;;;;;;
2024-12-30 14:30:00;CONS;9640.0;97.0;12374.0;5.0;539.0;4437.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-30 14:45:00;CONS;;;;;;;;;;;;
2024-12-30 15:00:00;CONS;9425.0;150.0;12351.0;4.0;444.0;4482.0;-13.0;105.0;0.0;0.0;0.0;0.0
2024-12-30 15:15:00;CONS;;;;;;;;;;;;
2024-12-30 15:30:00;CONS;9517.0;234.0;11548.0;3.0;323.0;5059.0;-13.0;105.0;0.0;0.0;0.0;0.0
2024-12-30 15:45:00;CONS;;;;;;;;;;;;
2024-12-30 16:00:00;CONS;9276.0;406.0;11502.0;3.0;200.0;4646.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-30 16:15:00;CONS;;;;;;;;;;;;
2024-12-30 16:30:00;CONS;9456.0;518.0;11511.0;4.0;92.0;4708.0;-15.0;107.0;0.0;0.0;0.0;0.0
2024-12-30 16:45:00;CONS;;;;;;;;;;;;
2024-12-30 17:00:00;CONS;9268.0;519.0;11495.0;6.0;19.0;5106.0;-13.0;104.0;0.0;0.0;0.0;0.0
2024-12-30 17:15:00;CONS;;;;;;;;;;;;
2024-12-30 17:30:00;CONS;9686.0;522.0;11474.0;7.0;0.0;4848.0;-13.0;104.0;0.0;0.0;0.0;0.0
2024-12-30 17:45:00;CONS;;;;;;;;;;;;
2024-12-30 18:00:00;CONS;9679.0;521.0;11463.0;5.0;0.0;5507.0;-13.0;106.0;0.0;0.0;0.0;0.0
2024-12-30 18:15:00;CONS;;;;;;;;;;;;
2024-12-30 18:30:00;CONS;10022.0;522.0;11459.0;3.0;0.0;5719.0;-13.0;106.0;0.0;0.0;0.0;0.0
2024-12-30 18:45:00;CONS;;;;;;;;;;;;
2024-12-30 19:00:00;CONS;10301.0;521.0;11524.0;3.0;0.0;5876.0;-13.0;99.0;0.0;0.0;0.0;0.0
2024-12-30 19:15:00;CONS;;;;;;;;;;;;
2024-12-30 19:30:00;CONS;10238.0;521.0;11545.0;4.0;0.0;5763.0;-13.0;103.0;0.0;0.0;0.0;0.0
2024-12-30 19:45:00;CONS;;;;;;;;;;;;
2024-12-30 20:00:00;CONS;10097.0;522.0;11508.0;3.0;0.0;5460.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-30 20:15:00;CONS;;;;;;;;;;;;
2024-12-30 20:30:00;CONS;9805.0;524.0;11522.0;3.0;0.0;5670.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-30 20:45:00;CONS;;;;;;;;;;;;
2024-12-30 21:00:00;CONS;9791.0;521.0;11525.0;2.0;0.0;5153.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-30 21:15:00;CONS;;;;;;;;;;;;
2024-12-30 21:30:00;CONS;9373.0;522.0;11520.0;3.0;0.0;4430.0;-13.0;112.0;0.0;0.0;0.0;0.0
2024-12-30 21:45:00;CONS;;;;;;;;;;;;
2024-12-30 22:00:00;CONS;9373.0;523.0;11522.0;5.0;0.0;4257.0;-13.0;114.0;0.0;0.0;0.0;0.0
2024-12-30 22:15:00;CONS;;;;;;;;;;;;
2024-12-30 22:30:00;CONS;9275.0;522.0;11525.0;5.0;0.0;4635.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-30 22:45:00;CONS;;;;;;;;;;;;
2024-12-30 23:00:00;CONS;9971.0;522.0;11541.0;7.0;0.0;4579.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-30 23:15:00;CONS;;;;;;;;;;;;
2024-12-30 23:30:00;CONS;9431.0;522.0;11530.0;10.0;0.0;3878.0;-13.0;109.0;0.0;0.0;0.0;0.0
2024-12-30 23:45:00;CONS;;;;;;;;;;;;
2024-12-31 00:00:00;CONS;9248.0;497.0;11527.0;17.0;0.0;3774.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 00:15:00;CONS;;;;;;;;;;;;
2024-12-31 00:30:00;CONS;9086.0;497.0;11530.0;27.0;0.0;3801.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-31 00:45:00;CONS;;;;;;;;;;;;
2024-12-31 01:00:00;CONS;8957.0;268.0;11512.0;32.0;0.0;3482.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 01:15:00;CONS;;;;;;;;;;;;
2024-12-31 01:30:00;CONS;8804.0;105.0;11525.0;34.0;0.0;3468.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 01:45:00;CONS;;;;;;;;;;;;
2024-12-31 02:00:00;CONS;8996.0;105.0;11530.0;40.0;0.0;3603.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 02:15:00;CONS;;;;;;;;;;;;
2024-12-31 02:30:00;CONS;9148.0;105.0;11557.0;45.0;0.0;3446.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 02:45:00;CONS;;;;;;;;;;;;
2024-12-31 03:00:00;CONS;8836.0;104.0;11525.0;56.0;0.0;2894.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 03:15:00;CONS;;;;;;;;;;;;
2024-12-31 03:30:00;CONS;8810.0;105.0;10889.0;58.0;0.0;2807.0;-569.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 03:45:00;CONS;;;;;;;;;;;;
2024-12-31 04:00:00;CONS;8764.0;106.0;11043.0;61.0;0.0;2716.0;-827.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 04:15:00;CONS;;;;;;;;;;;;
2024-12-31 04:30:00;CONS;8675.0;105.0;11346.0;62.0;0.0;2879.0;-960.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 04:45:00;CONS;;;;;;;;;;;;
2024-12-31 05:00:00;CONS;8492.0;106.0;11532.0;63.0;0.0;2874.0;-957.0;109.0;0.0;0.0;0.0;0.0
2024-12-31 05:15:00;CONS;;;;;;;;;;;;
2024-12-31 05:30:00;CONS;8849.0;106.0;11556.0;67.0;0.0;2923.0;-380.0;108.0;0.0;0.0;0.0;0.0
2024-12-31 05:45:00;CONS;;;;;;;;;;;;
2024-12-31 06:00:00;CONS;8958.0;106.0;11551.0;67.0;0.0;2953.0;-95.0;109.0;0.0;0.0;0.0;0.0
2024-12-31 06:15:00;CONS;;;;;;;;;;;;
2024-12-31 06:30:00;CONS;9004.0;106.0;11462.0;62.0;0.0;3084.0;-13.0;106.0;0.0;0.0;0.0;0.0
2024-12-31 06:45:00;CONS;;;;;;;;;;;;
2024-12-31 07:00:00;CONS;9054.0;106.0;11444.0;60.0;0.0;3646.0;-13.0;105.0;0.0;0.0;0.0;0.0
2024-12-31 07:15:00;CONS;;;;;;;;;;;;
2024-12-31 07:30:00;CONS;9233.0;106.0;11456.0;64.0;0.0;3848.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-31 07:45:00;CONS;;;;;;;;;;;;
2024-12-31 08:00:00;CONS;9311.0;106.0;11471.0;64.0;0.0;4096.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-31 08:15:00;CONS;;;;;;;;;;;;
2024-12-31 08:30:00;CONS;9606.0;103.0;11446.0;67.0;2.0;4165.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-31 08:45:00;CONS;;;;;;;;;;;;
2024-12-31 09:00:00;CONS;9909.0;103.0;11452.0;66.0;47.0;4237.0;-13.0;99.0;0.0;0.0;0.0;0.0
2024-12-31 09:15:00;CONS;;;;;;;;;;;;
2024-12-31 09:30:00;CONS;10136.0;104.0;11405.0;62.0;158.0;4209.0;-13.0;98.0;0.0;0.0;0.0;0.0
2024-12-31 09:45:00;CONS;;;;;;;;;;;;
2024-12-31 10:00:00;CONS;10070.0;107.0;11408.0;54.0;300.0;4060.0;-13.0;96.0;0.0;0.0;0.0;0.0
2024-12-31 10:15:00;CONS;;;;;;;;;;;;
2024-12-31 10:30:00;CONS;10130.0;107.0;11428.0;49.0;455.0;4080.0;-13.0;97.0;0.0;0.0;0.0;0.0
2024-12-31 10:45:00;CONS;;;;;;;;;;;;
2024-12-31 11:00:00;CONS;10069.0;105.0;11239.0;42.0;588.0;3834.0;-13.0;101.0;0.0;0.0;0.0;0.0
2024-12-31 11:15:00;CONS;;;;;;;;;;;;
2024-12-31 11:30:00;CONS;9990.0;105.0;11307.0;33.0;686.0;3528.0;-13.0;105.0;0.0;0.0;0.0;0.0
2024-12-31 11:45:00;CONS;;;;;;;;;;;;
2024-12-31 12:00:00;CONS;10126.0;105.0;11358.0;31.0;779.0;3327.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 12:15:00;CONS;;;;;;;;;;;;
2024-12-31 12:30:00;CONS;9942.0;104.0;11363.0;32.0;840.0;3239.0;-490.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 12:45:00;CONS;;;;;;;;;;;;
2024-12-31 13:00:00;CONS;10054.0;105.0;11380.0;33.0;860.0;3131.0;-713.0;107.0;0.0;0.0;0.0;0.0
2024-12-31 13:15:00;CONS;;;;;;;;;;;;
2024-12-31 13:30:00;CONS;9996.0;107.0;11364.0;30.0;836.0;3003.0;-622.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 13:45:00;CONS;;;;;;;;;;;;
2024-12-31 14:00:00;CONS;9524.0;107.0;11341.0;28.0;794.0;2734.0;-811.0;107.0;0.0;0.0;0.0;0.0
2024-12-31 14:15:00;CONS;;;;;;;;;;;;
2024-12-31 14:30:00;CONS;9473.0;111.0;11351.0;32.0;712.0;2644.0;-923.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 14:45:00;CONS;;;;;;;;;;;;
2024-12-31 15:00:00;CONS;9444.0;120.0;11349.0;27.0;583.0;2803.0;-1171.0;109.0;0.0;0.0;0.0;0.0
2024-12-31 15:15:00;CONS;;;;;;;;;;;;
2024-12-31 15:30:00;CONS;9272.0;116.0;11365.0;24.0;430.0;2844.0;-764.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 15:45:00;CONS;;;;;;;;;;;;
2024-12-31 16:00:00;CONS;8981.0;117.0;11374.0;22.0;261.0;2576.0;-248.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 16:15:00;CONS;;;;;;;;;;;;
2024-12-31 16:30:00;CONS;9231.0;117.0;11303.0;25.0;116.0;2529.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 16:45:00;CONS;;;;;;;;;;;;
2024-12-31 17:00:00;CONS;9180.0;117.0;11286.0;29.0;24.0;2724.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-31 17:15:00;CONS;;;;;;;;;;;;
2024-12-31 17:30:00;CONS;9424.0;118.0;11269.0;31.0;1.0;2962.0;-13.0;109.0;0.0;0.0;0.0;0.0
2024-12-31 17:45:00;CONS;;;;;;;;;;;;
2024-12-31 18:00:00;CONS;9902.0;119.0;11258.0;30.0;0.0;3642.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 18:15:00;CONS;;;;;;;;;;;;
2024-12-31 18:30:00;CONS;9855.0;119.0;11257.0;30.0;0.0;4019.0;-13.0;107.0;0.0;0.0;0.0;0.0
2024-12-31 18:45:00;CONS;;;;;;;;;;;;
2024-12-31 19:00:00;CONS;9857.0;111.0;11232.0;29.0;0.0;3798.0;-13.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 19:15:00;CONS;;;;;;;;;;;;
2024-12-31 19:30:00;CONS;9938.0;109.0;11230.0;30.0;0.0;3399.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-31 19:45:00;CONS;;;;;;;;;;;;
2024-12-31 20:00:00;CONS;9676.0;109.0;11133.0;35.0;0.0;2822.0;-13.0;108.0;0.0;0.0;0.0;0.0
2024-12-31 20:15:00;CONS;;;;;;;;;;;;
2024-12-31 20:30:00;CONS;9411.0;112.0;11120.0;37.0;0.0;2922.0;-13.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 20:45:00;CONS;;;;;;;;;;;;
2024-12-31 21:00:00;CONS;9356.0;112.0;10972.0;45.0;0.0;2688.0;-378.0;110.0;0.0;0.0;0.0;0.0
2024-12-31 21:15:00;CONS;;;;;;;;;;;;
2024-12-31 21:30:00;CONS;9111.0;112.0;11256.0;48.0;0.0;2407.0;-838.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 21:45:00;CONS;;;;;;;;;;;;
2024-12-31 22:00:00;CONS;9083.0;112.0;11272.0;60.0;0.0;2296.0;-1226.0;112.0;0.0;0.0;0.0;0.0
2024-12-31 22:15:00;CONS;;;;;;;;;;;;
2024-12-31 22:30:00;CONS;9163.0;112.0;11402.0;78.0;0.0;2274.0;-1162.0;112.0;0.0;0.0;0.0;0.0
2024-12-31 22:45:00;CONS;;;;;;;;;;;;
2024-12-31 23:00:00;CONS;9560.0;112.0;11435.0;103.0;0.0;2396.0;-1120.0;111.0;0.0;0.0;0.0;0.0
2024-12-31 23:15:00;CONS;;;;;;;;;;;;
2024-12-31 23:30:00;CONS;9488.0;112.0;11457.0;115.0;0.0;2501.0;-1100.0;113.0;0.0;0.0;0.0;0.0
2024-12-31 23:45:00;CONS;;;;;;;;;;;;
2025-01-01 00:00:00;TR;9002.0;134.0;11017.0;118.0;0.0;2609.0;-1301.0;40.0;0.0;0.0;ND;ND
2025-01-01 00:15:00;TR;9023.0;134.0;10976.0;130.0;0.0;2473.0;-1456.0;40.0;0.0;0.0;ND;ND
2025-01-01 00:30:00;TR;8940.0;133.0;10733.0;137.0;0.0;2454.0;-1456.0;40.0;0.0;0.0;ND;ND
2025-01-01 00:45:00;TR;8803.0;125.0;10399.0;140.0;0.0;2345.0;-1453.0;40.0;0.0;0.0;ND;ND
2025-01-01 01:00:00;TR;8802.0;126.0;10137.0;151.0;0.0;2319.0;-1459.0;40.0;0.0;0.0;ND;ND
2025-01-01 01:15:00;TR;8753.0;125.0;9866.0;156.0;0.0;2557.0;-1458.0;40.0;0.0;0.0;ND;ND
2025-01-01 01:30:00;TR;8718.0;125.0;9573.0;154.0;0.0;2511.0;-1455.0;40.0;0.0;0.0;ND;ND
2025-01-01 01:45:00;TR;8713.0;125.0;9569.0;159.0;0.0;2470.0;-1456.0;40.0;0.0;0.0;ND;ND
2025-01-01 02:00:00;TR;8719.0;126.0;9603.0;164.0;0.0;2500.0;-1455.0;40.0;0.0;0.0;ND;ND
2025-01-01 02:15:00;TR;8828.0;120.0;9558.0;167.0;0.0;2291.0;-1537.0;40.0;0.0;4.0;ND;ND
2025-01-01 02:30:00;TR;8727.0;120.0;9242.0;163.0;0.0;2235.0;-1538.0;40.0;0.0;0.0;ND;ND
2025-01-01 02:45:00;TR;8690.0;120.0;9061.0;167.0;0.0;2235.0;-1536.0;40.0;0.0;0.0;ND;ND
2025-01-01 03:00:00;TR;8630.0;119.0;8955.0;169.0;0.0;2049.0;-1540.0;39.0;0.0;0.0;ND;ND
2025-01-01 03:15:00;TR;8615.0;119.0;8986.0;171.0;0.0;1851.0;-1614.0;39.0;0.0;5.0;ND;ND
2025-01-01 03:30:00;TR;8535.0;120.0;8765.0;169.0;0.0;1840.0;-1620.0;38.0;0.0;0.0;ND;ND
2025-01-01 03:45:00;TR;8433.0;120.0;8552.0;172.0;0.0;1860.0;-1616.0;38.0;0.0;0.0;ND;ND
2025-01-01 04:00:00;TR;8417.0;120.0;8411.0;173.0;0.0;1830.0;-1613.0;38.0;0.0;0.0;ND;ND
2025-01-01 04:15:00;TR;8368.0;120.0;8294.0;174.0;0.0;1764.0;-1855.0;39.0;0.0;0.0;ND;ND
2025-01-01 04:30:00;TR;8283.0;119.0;8205.0;179.0;0.0;1741.0;-1857.0;40.0;0.0;0.0;ND;ND
2025-01-01 04:45:00;TR;8259.0;120.0;8201.0;184.0;0.0;1730.0;-1856.0;40.0;0.0;0.0;ND;ND
2025-01-01 05:00:00;TR;8266.0;119.0;8197.0;174.0;0.0;1881.0;-1850.0;40.0;0.0;0.0;ND;ND
2025-01-01 05:15:00;TR;8340.0;120.0;8366.0;174.0;0.0;1874.0;-1612.0;40.0;0.0;0.0;ND;ND
2025-01-01 05:30:00;TR;8292.0;119.0;8154.0;175.0;0.0;1889.0;-1613.0;40.0;0.0;0.0;ND;ND
2025-01-01 05:45:00;TR;8292.0;119.0;7792.0;172.0;0.0;1858.0;-1618.0;40.0;0.0;0.0;ND;ND
2025-01-01 06:00:00;TR;8169.0;120.0;7575.0;170.0;0.0;1808.0;-1618.0;40.0;0.0;0.0;ND;ND
2025-01-01 06:15:00;TR;8168.0;120.0;7851.0;164.0;0.0;1829.0;-1857.0;40.0;0.0;0.0;ND;ND
2025-01-01 06:30:00;TR;8136.0;119.0;7848.0;170.0;0.0;1774.0;-1851.0;40.0;0.0;0.0;ND;ND
2025-01-01 06:45:00;TR;8157.0;120.0;7886.0;173.0;0.0;1789.0;-1849.0;40.0;0.0;0.0;ND;ND
2025-01-01 07:00:00;TR;8056.0;120.0;7516.0;176.0;0.0;1800.0;-1854.0;40.0;0.0;0.0;ND;ND
2025-01-01 07:15:00;TR;8122.0;135.0;7140.0;183.0;0.0;1831.0;-1851.0;40.0;0.0;0.0;ND;ND
2025-01-01 07:30:00;TR;8106.0;135.0;7046.0;187.0;0.0;1897.0;-1853.0;40.0;0.0;0.0;ND;ND
2025-01-01 07:45:00;TR;8130.0;135.0;7284.0;174.0;0.0;1855.0;-1851.0;40.0;0.0;0.0;ND;ND
2025-01-01 08:00:00;TR;8167.0;135.0;7521.0;169.0;11.0;1877.0;-1854.0;40.0;0.0;0.0;ND;ND
2025-01-01 08:15:00;TR;8077.0;135.0;7880.0;174.0;24.0;1842.0;-1774.0;40.0;0.0;0.0;ND;ND
2025-01-01 08:30:00;TR;8123.0;135.0;8163.0;176.0;41.0;1850.0;-1778.0;40.0;0.0;0.0;ND;ND
2025-01-01 08:45:00;TR;8251.0;135.0;8458.0;173.0;54.0;1771.0;-1773.0;40.0;0.0;0.0;ND;ND
2025-01-01 09:00:00;TR;8212.0;135.0;8507.0;176.0;76.0;1851.0;-1778.0;40.0;0.0;0.0;ND;ND
2025-01-01 09:15:00;TR;8261.0;135.0;8635.0;173.0;155.0;1790.0;-1775.0;40.0;0.0;0.0;ND;ND
2025-01-01 09:30:00;TR;8332.0;135.0;8572.0;167.0;249.0;1739.0;-1774.0;40.0;-5.0;0.0;ND;ND
2025-01-01 09:45:00;TR;8259.0;135.0;8604.0;162.0;341.0;1675.0;-1773.0;40.0;-5.0;0.0;ND;ND
2025-01-01 10:00:00;TR;8260.0;135.0;8664.0;156.0;434.0;1660.0;-1764.0;40.0;-5.0;0.0;ND;ND
2025-01-01 10:15:00;TR;8292.0;134.0;8743.0;149.0;537.0;1568.0;-1771.0;40.0;0.0;0.0;ND;ND
2025-01-01 10:30:00;TR;8269.0;134.0;8779.0;143.0;627.0;1543.0;-1772.0;40.0;0.0;0.0;ND;ND
2025-01-01 10:45:00;TR;8178.0;134.0;8742.0;135.0;710.0;1463.0;-1767.0;40.0;0.0;0.0;ND;ND
2025-01-01 11:00:00;TR;8197.0;134.0;8893.0;129.0;792.0;1470.0;-1771.0;40.0;0.0;0.0;ND;ND
2025-01-01 11:15:00;TR;8177.0;134.0;8697.0;128.0;826.0;1443.0;-1535.0;40.0;0.0;0.0;ND;ND
2025-01-01 11:30:00;TR;8125.0;134.0;8719.0;124.0;873.0;1438.0;-1537.0;40.0;0.0;0.0;ND;ND
